p,propLabel,eff
http://www.wikidata.org/prop/direct/P2469,Theatricalia person ID,139
http://www.wikidata.org/prop/direct/P2562,married name,139
http://www.wikidata.org/prop/direct/P9995,MYmovies person ID,139
http://www.wikidata.org/prop/direct/P7433,FantLab author ID,138
http://www.wikidata.org/prop/direct/P7502,Golden ID,138
http://www.wikidata.org/prop/direct/P8130,Internetowy Polski Słownik Biograficzny ID,137
http://www.wikidata.org/prop/direct/P2977,LBT person ID,135
http://www.wikidata.org/prop/direct/P5343,Poets.org poet ID,135
http://www.wikidata.org/prop/direct/P951,NSZL (VIAF) ID,134
http://www.wikidata.org/prop/direct/P3133,NSZL name authority ID,134
http://www.wikidata.org/prop/direct/P4431,Google Doodle,134
http://www.wikidata.org/prop/direct/P1971,number of children,133
http://www.wikidata.org/prop/direct/P3602,candidacy in election,132
http://www.wikidata.org/prop/direct/P8290,Archivio Storico Ricordi person ID,132
http://www.wikidata.org/prop/direct/P4724,Maitron ID,130
http://www.wikidata.org/prop/direct/P8728,Nachlässe in Austria ID,130
http://www.wikidata.org/prop/direct/P651,Biografisch Portaal van Nederland ID,129
http://www.wikidata.org/prop/direct/P12836,Douban personage ID,129
http://www.wikidata.org/prop/direct/P12086,WikiKids ID,128
http://www.wikidata.org/prop/direct/P9625,Dizionario Biografico dell'Educazione (1800–2000) ID,127
http://www.wikidata.org/prop/direct/P5056,patronym or matronym,126
http://www.wikidata.org/prop/direct/P7039,National Library of Iceland ID,125
http://www.wikidata.org/prop/direct/P2252,National Gallery of Art artist ID,122
http://www.wikidata.org/prop/direct/P8317,Philadelphia Museum of Art entity ID,122
http://www.wikidata.org/prop/direct/P8896,Concise Literary Encyclopedia ID,122
http://www.wikidata.org/prop/direct/P8805,LIMIS person ID,121
http://www.wikidata.org/prop/direct/P9545,Encyclopedia of China (Second Edition) ID,121
http://www.wikidata.org/prop/direct/P4553,RA Collections ID,120
http://www.wikidata.org/prop/direct/P11936,Biblioteca centrale Cappuccini authority ID,120
http://www.wikidata.org/prop/direct/P8590,Jewish Encyclopedia ID,119
http://www.wikidata.org/prop/direct/P10882,Met Constituent ID,119
http://www.wikidata.org/prop/direct/P8914,ZOBODAT person ID,118
http://www.wikidata.org/prop/direct/P11683,Ivi person ID,118
http://www.wikidata.org/prop/direct/P5478,RPO poet ID,116
http://www.wikidata.org/prop/direct/P5508,archINFORM person/group ID,115
http://www.wikidata.org/prop/direct/P7947,WeChangEd ID,115
http://www.wikidata.org/prop/direct/P8125,Fandango person ID,115
http://www.wikidata.org/prop/direct/P9495,National Historical Museums of Sweden ID,115
http://www.wikidata.org/prop/direct/P3232,PhilPapers author ID,114
http://www.wikidata.org/prop/direct/P1907,Australian Dictionary of Biography ID,113
http://www.wikidata.org/prop/direct/P6829,Dictionary of Irish Biography ID,112
http://www.wikidata.org/prop/direct/P2387,Elonet person ID,111
http://www.wikidata.org/prop/direct/P3965,Bridgeman artist ID,111
http://www.wikidata.org/prop/direct/P5613,Bibliothèque de la Pléiade ID,111
http://www.wikidata.org/prop/direct/P1153,Scopus author ID,109
http://www.wikidata.org/prop/direct/P8238,Bibliography of the History of Slovakia ID,109
http://www.wikidata.org/prop/direct/P10844,Teresianum authority ID,109
http://www.wikidata.org/prop/direct/P6441,Douban author ID,108
http://www.wikidata.org/prop/direct/P10554,BillionGraves grave ID,108
http://www.wikidata.org/prop/direct/P12502,UCA authority ID,108
http://www.wikidata.org/prop/direct/P9159,People Australia ID,107
http://www.wikidata.org/prop/direct/P8341,Dansk Biografisk Leksikon ID,106
http://www.wikidata.org/prop/direct/P5068,Flanders Arts Institute person ID,105
http://www.wikidata.org/prop/direct/P9678,Franciscan Center of Christian Oriental Studies ID,105
http://www.wikidata.org/prop/direct/P12674,Kunstenpunt Knowledge Graph ID,105
http://www.wikidata.org/prop/direct/P1254,Slovenska biografija ID,104
http://www.wikidata.org/prop/direct/P7520,Filmový přehled person ID,104
http://www.wikidata.org/prop/direct/P7574,Swedish Royal Theater Archive,103
http://www.wikidata.org/prop/direct/P803,professorship,102
http://www.wikidata.org/prop/direct/P4808,Royal Academy new identifier,102
http://www.wikidata.org/prop/direct/P1449,nickname,99
http://www.wikidata.org/prop/direct/P4789,Who's Who UK ID,99
http://www.wikidata.org/prop/direct/P10160,PGM author ID,99
http://www.wikidata.org/prop/direct/P270,CALIS ID,98
http://www.wikidata.org/prop/direct/P5340,American Film Institute person ID,98
http://www.wikidata.org/prop/direct/P5408,Fantastic Fiction author ID,98
http://www.wikidata.org/prop/direct/P6645,Stedelijk Museum Amsterdam ID,98
http://www.wikidata.org/prop/direct/P9662,LdiF person ID,98
http://www.wikidata.org/prop/direct/P1988,Le Delarge artist ID,97
http://www.wikidata.org/prop/direct/P6262,Fandom article ID,97
http://www.wikidata.org/prop/direct/P12430,The StoryGraph author ID,97
http://www.wikidata.org/prop/direct/P12615,Hanslick Online person ID,97
http://www.wikidata.org/prop/direct/P1225,U.S. National Archives Identifier,96
http://www.wikidata.org/prop/direct/P8044,Frankfurter Personenlexikon ID,94
http://www.wikidata.org/prop/direct/P5088,Internet Encyclopedia of Philosophy ID,93
http://www.wikidata.org/prop/direct/P2332,Dictionary of Art Historians ID,92
http://www.wikidata.org/prop/direct/P7613,Biblioteche dei filosofi ID,92
http://www.wikidata.org/prop/direct/P641,sport,90
http://www.wikidata.org/prop/direct/P4159,WeRelate person ID,89
http://www.wikidata.org/prop/direct/P8116,Encyclopedia of Brno History person ID,89
http://www.wikidata.org/prop/direct/P1563,MacTutor biography ID,88
http://www.wikidata.org/prop/direct/P1830,owner of,88
http://www.wikidata.org/prop/direct/P4928,Ricorso author ID,88
http://www.wikidata.org/prop/direct/P5421,Trading Card Database person ID,88
http://www.wikidata.org/prop/direct/P6907,BVLarramendi ID,88
http://www.wikidata.org/prop/direct/P8153,Accademia delle Scienze di Torino ID,88
http://www.wikidata.org/prop/direct/P2750,Photographers’ Identities Catalog ID,86
http://www.wikidata.org/prop/direct/P5641,PRELIB person ID,86
http://www.wikidata.org/prop/direct/P10307,CYT/CCS,86
http://www.wikidata.org/prop/direct/P6302,Dictionnaire de spiritualité ID,85
http://www.wikidata.org/prop/direct/P6984,Rupa Publications author ID,85
http://www.wikidata.org/prop/direct/P2626,Danish National Filmography person ID,84
http://www.wikidata.org/prop/direct/P3603,Minneapolis Institute of Art constituent ID,84
http://www.wikidata.org/prop/direct/P8982,Pontificio Istituto di Archeologia Cristiana ID,84
http://www.wikidata.org/prop/direct/P2868,subject has role,83
http://www.wikidata.org/prop/direct/P6231,BDELIS ID,83
http://www.wikidata.org/prop/direct/P8568,Jewish Virtual Library ID,83
http://www.wikidata.org/prop/direct/P9113,Patrinum ID,83
http://www.wikidata.org/prop/direct/P2042,Artsy artist ID,82
http://www.wikidata.org/prop/direct/P1599,Cambridge Alumni Database ID,81
http://www.wikidata.org/prop/direct/P4819,Swedish Portrait Archive ID,81
http://www.wikidata.org/prop/direct/P6214,Jewish Museum Berlin person ID,81
http://www.wikidata.org/prop/direct/P8826,edition humboldt digital ID,81
http://www.wikidata.org/prop/direct/P2298,NSDAP membership number (1925–1945),80
http://www.wikidata.org/prop/direct/P3475,SANU member ID,80
http://www.wikidata.org/prop/direct/P5365,Internet Book Database of Fiction writer ID,80
http://www.wikidata.org/prop/direct/P8569,YIVO Encyclopedia of Jews in Eastern Europe ID,80
http://www.wikidata.org/prop/direct/P9163,Obrazi slovenskih pokrajin ID,80
http://www.wikidata.org/prop/direct/P3980,Unifrance person ID,79
http://www.wikidata.org/prop/direct/P11828,Marsilio Editori author ID,79
http://www.wikidata.org/prop/direct/P3235,PhilPapers topic,78
http://www.wikidata.org/prop/direct/P4717,Académie française member ID,78
http://www.wikidata.org/prop/direct/P11818,Modern History Database person ID,78
http://www.wikidata.org/prop/direct/P3217,Dictionary of Swedish National Biography ID,77
http://www.wikidata.org/prop/direct/P11386,Listal ID,77
http://www.wikidata.org/prop/direct/P13030,Münzkabinett ID,77
http://www.wikidata.org/prop/direct/P1341,Italian Chamber of Deputies dati ID,76
http://www.wikidata.org/prop/direct/P2174,Museum of Modern Art artist ID,75
http://www.wikidata.org/prop/direct/P7314,TDV Encyclopedia of Islam ID,75
http://www.wikidata.org/prop/direct/P9507,NBM authority ID,75
http://www.wikidata.org/prop/direct/P9536,SAIA authority ID,75
http://www.wikidata.org/prop/direct/P10886,Austria-Forum person ID,75
http://www.wikidata.org/prop/direct/P3544,Te Papa agent ID,74
http://www.wikidata.org/prop/direct/P8885,Namuwiki ID,74
http://www.wikidata.org/prop/direct/P511,honorific prefix,73
http://www.wikidata.org/prop/direct/P1260,Swedish Open Cultural Heritage URI,73
http://www.wikidata.org/prop/direct/P6275,copyright representative,73
http://www.wikidata.org/prop/direct/P6488,Enciclopedia delle donne ID,73
http://www.wikidata.org/prop/direct/P9965,Musik-Sammler.de artist ID,73
http://www.wikidata.org/prop/direct/P3218,Auñamendi ID,72
http://www.wikidata.org/prop/direct/P5562,Tebeosfera ID,72
http://www.wikidata.org/prop/direct/P5705,Los Angeles Review of Books author ID,72
http://www.wikidata.org/prop/direct/P8334,MuseScore artist ID,72
http://www.wikidata.org/prop/direct/P9352,Portrait Archive ID,72
http://www.wikidata.org/prop/direct/P10299,Leopoldina member ID (new),71
http://www.wikidata.org/prop/direct/P2561,name,70
http://www.wikidata.org/prop/direct/P5370,Entomologists of the World ID,70
http://www.wikidata.org/prop/direct/P9459,Rekhta author ID,70
http://www.wikidata.org/prop/direct/P10757,Personality Database profile ID,70
http://www.wikidata.org/prop/direct/P1424,topic's main template,69
http://www.wikidata.org/prop/direct/P1598,consecrator,69
http://www.wikidata.org/prop/direct/P3241,Catholic Encyclopedia ID,69
http://www.wikidata.org/prop/direct/P3553,Zhihu topic ID,69
http://www.wikidata.org/prop/direct/P4084,MyAnimeList people ID,69
http://www.wikidata.org/prop/direct/P6702,Shanghai Library person ID,69
http://www.wikidata.org/prop/direct/P8309,Yle topic ID,69
http://www.wikidata.org/prop/direct/P9307,Fancyclopedia 3 ID,69
http://www.wikidata.org/prop/direct/P1327,partner in business or sport,68
http://www.wikidata.org/prop/direct/P4145,Athenaeum person ID,68
http://www.wikidata.org/prop/direct/P9466,Gyldendals Teaterleksikon ID,68
http://www.wikidata.org/prop/direct/P10021,UAE University Libraries ID,68
http://www.wikidata.org/prop/direct/P10399,St. Sergius Institute authority ID,68
http://www.wikidata.org/prop/direct/P9033,Archivo Histórico de diputados de España ID,67
http://www.wikidata.org/prop/direct/P9619,Price One Penny author ID,67
http://www.wikidata.org/prop/direct/P3413,Leopoldina member ID (superseded),65
http://www.wikidata.org/prop/direct/P5632,Persons of Indian Studies ID,65
http://www.wikidata.org/prop/direct/P6264,Harvard Index of Botanists ID,65
http://www.wikidata.org/prop/direct/P8581,Hrvatski biografski leksikon ID,65
http://www.wikidata.org/prop/direct/P91,sexual orientation,64
http://www.wikidata.org/prop/direct/P7445,Basis Wien person ID,64
http://www.wikidata.org/prop/direct/P11227,AniList staff ID,64
http://www.wikidata.org/prop/direct/P1303,instrument,63
http://www.wikidata.org/prop/direct/P12153,FilmAffinity person ID,63
http://www.wikidata.org/prop/direct/P361,part of,62
http://www.wikidata.org/prop/direct/P945,allegiance,62
http://www.wikidata.org/prop/direct/P3409,Catalogus Professorum Lipsiensis ID,62
http://www.wikidata.org/prop/direct/P6594,Guggenheim fellows ID,62
http://www.wikidata.org/prop/direct/P6715,SIUSA archive producer person ID,62
http://www.wikidata.org/prop/direct/P7928,BioLexSOE ID,62
http://www.wikidata.org/prop/direct/P8643,Dostoyevsky and His Entourage ID,62
http://www.wikidata.org/prop/direct/P9780,The Women's Print History Project person ID,62
http://www.wikidata.org/prop/direct/P94,coat of arms image,61
http://www.wikidata.org/prop/direct/P1026,academic thesis,61
http://www.wikidata.org/prop/direct/P1455,list of works,61
http://www.wikidata.org/prop/direct/P8024,Nobel Laureate API ID,61
http://www.wikidata.org/prop/direct/P8636,McClintock and Strong Biblical Cyclopedia ID,61
http://www.wikidata.org/prop/direct/P9871,INAPP author ID,61
http://www.wikidata.org/prop/direct/P865,BMLO ID,60
http://www.wikidata.org/prop/direct/P2180,Kansallisbiografia ID,60
http://www.wikidata.org/prop/direct/P2519,Scope.dk person ID,60
http://www.wikidata.org/prop/direct/P3307,Galiciana authority ID,60
http://www.wikidata.org/prop/direct/P7886,Media Arts Database ID,60
http://www.wikidata.org/prop/direct/P9324,BiographySampo person ID,60
http://www.wikidata.org/prop/direct/P11613,SACEM Museum artist ID,60
http://www.wikidata.org/prop/direct/P3964,BDCYL authority ID,59
http://www.wikidata.org/prop/direct/P9287,Cyprus Bibliography ID,59
http://www.wikidata.org/prop/direct/P237,coat of arms,58
http://www.wikidata.org/prop/direct/P2348,time period,58
http://www.wikidata.org/prop/direct/P3388,LittleSis people ID,58
http://www.wikidata.org/prop/direct/P5306,LONSEA ID,58
http://www.wikidata.org/prop/direct/P5597,Artcyclopedia artist ID,58
http://www.wikidata.org/prop/direct/P6944,Bionomia ID,58
http://www.wikidata.org/prop/direct/P9575,Australian Music Centre artist ID,58
http://www.wikidata.org/prop/direct/P10085,biografiA ID,58
http://www.wikidata.org/prop/direct/P1367,Art UK artist ID,57
http://www.wikidata.org/prop/direct/P3997,Bait La Zemer Ha-Ivri artist ID,57
http://www.wikidata.org/prop/direct/P4663,DACS ID (former),57
http://www.wikidata.org/prop/direct/P8971,Cinémathèque québécoise person ID,57
http://www.wikidata.org/prop/direct/P9058,Fichier des personnes décédées ID (matchID),56
http://www.wikidata.org/prop/direct/P9419,personal library at,56
http://www.wikidata.org/prop/direct/P9621,Treccani's Enciclopedia della Matematica ID,56
http://www.wikidata.org/prop/direct/P5618,LOA ID,55
http://www.wikidata.org/prop/direct/P6839,TV Tropes ID,55
http://www.wikidata.org/prop/direct/P9756,Schoenberg Database of Manuscripts name ID,55
http://www.wikidata.org/prop/direct/P12439,civil rank,55
http://www.wikidata.org/prop/direct/P3935,Chamber of Deputies of Italy storia ID,54
http://www.wikidata.org/prop/direct/P7084,related category,54
http://www.wikidata.org/prop/direct/P8235,LiederNet composer ID,54
http://www.wikidata.org/prop/direct/P10706,DACS ID (2022),54
http://www.wikidata.org/prop/direct/P2018,Teuchos ID,53
http://www.wikidata.org/prop/direct/P2538,Nationalmuseum Sweden ID,53
http://www.wikidata.org/prop/direct/P2005,Catalogus Professorum Halensis ID,52
http://www.wikidata.org/prop/direct/P4602,date of burial or cremation,52
http://www.wikidata.org/prop/direct/P7357,Diccionari de la Literatura Catalana ID,52
http://www.wikidata.org/prop/direct/P8295,AustLit ID,52
http://www.wikidata.org/prop/direct/P9244,Women Australia ID,52
http://www.wikidata.org/prop/direct/P12595,National Library of Uruguay authority ID,52
http://www.wikidata.org/prop/direct/P8462,Political Graveyard politician ID,51
http://www.wikidata.org/prop/direct/P10018,George Eastman Museum people ID,51
http://www.wikidata.org/prop/direct/P1728,AllMusic artist ID,50
http://www.wikidata.org/prop/direct/P1782,courtesy name,50
http://www.wikidata.org/prop/direct/P2581,BabelNet ID,50
http://www.wikidata.org/prop/direct/P6412,Gran Enciclopèdia de la Música ID,50
http://www.wikidata.org/prop/direct/P7491,Austrian Parliament 1848–1918 ID,50
http://www.wikidata.org/prop/direct/P8286,Olympedia people ID,50
http://www.wikidata.org/prop/direct/P8992,1914-1918-Online ID,50
http://www.wikidata.org/prop/direct/P9791,ASEE person ID,50
http://www.wikidata.org/prop/direct/P11621,Hungarian National Namespace person ID (new),50
http://www.wikidata.org/prop/direct/P2741,Tate artist ID,49
http://www.wikidata.org/prop/direct/P4854,Uppslagsverket Finland ID,49
http://www.wikidata.org/prop/direct/P5951,ComiXology creator ID,49
http://www.wikidata.org/prop/direct/P8287,Worlds Without End author ID,49
http://www.wikidata.org/prop/direct/P13239,Database of Canada's Early Women Writers ID,49
http://www.wikidata.org/prop/direct/P4666,CineMagia person ID,48
http://www.wikidata.org/prop/direct/P7944,DoME artist ID,48
http://www.wikidata.org/prop/direct/P2753,Dictionary of Canadian Biography ID,47
http://www.wikidata.org/prop/direct/P4657,The Numbers person ID,47
http://www.wikidata.org/prop/direct/P5534,Open Media Database person ID,47
http://www.wikidata.org/prop/direct/P8748,Rheinland-Pfälzische Personendatenbank (GND) ID,47
http://www.wikidata.org/prop/direct/P9152,CollectieGelderland creator ID,47
http://www.wikidata.org/prop/direct/P860,e-archiv.li ID,46
http://www.wikidata.org/prop/direct/P1902,Spotify artist ID,46
http://www.wikidata.org/prop/direct/P2089,Library of Congress JukeBox ID (former scheme),46
http://www.wikidata.org/prop/direct/P2454,KNAW past member ID,46
http://www.wikidata.org/prop/direct/P7504,Jeugdliteratuur ID,46
http://www.wikidata.org/prop/direct/P9199,Protagonisti della storia delle scienze della mente ID,46
http://www.wikidata.org/prop/direct/P12935,Illinois Center for the Book author ID,46
http://www.wikidata.org/prop/direct/P1045,Sycomore ID,45
http://www.wikidata.org/prop/direct/P5395,Canadian Encyclopedia article ID,45
http://www.wikidata.org/prop/direct/P6235,Académie royale de Belgique member ID,45
http://www.wikidata.org/prop/direct/P7466,Edvard Munch's correspondence person ID,45
http://www.wikidata.org/prop/direct/P8292,AusStage person ID,45
http://www.wikidata.org/prop/direct/P8999,Lexikon zum Literatur- und Kulturbetrieb im Österreich der Zwischenkriegszeit ID,45
http://www.wikidata.org/prop/direct/P10404,LMHL author ID,45
http://www.wikidata.org/prop/direct/P11826,Media Library for Dance and Theatre person ID,45
http://www.wikidata.org/prop/direct/P13277,A Dictionary of Sociology entry ID,45
http://www.wikidata.org/prop/direct/P1576,lifestyle,44
http://www.wikidata.org/prop/direct/P6295,ARTIC artist ID,44
http://www.wikidata.org/prop/direct/P6329,Share-VDE 1.0 author ID,44
http://www.wikidata.org/prop/direct/P9337,Keratsini-Drapetsona libraries' catalogue authority ID,44
http://www.wikidata.org/prop/direct/P11146,collection items at,44
http://www.wikidata.org/prop/direct/P1416,affiliation,43
http://www.wikidata.org/prop/direct/P2372,ODIS ID,43
http://www.wikidata.org/prop/direct/P6764,V&A person ID,43
http://www.wikidata.org/prop/direct/P6925,Musicalics composer ID,43
http://www.wikidata.org/prop/direct/P8432,Österreichisches Musiklexikon Online ID,43
http://www.wikidata.org/prop/direct/P812,academic major,42
http://www.wikidata.org/prop/direct/P4574,Norwegian historical register of persons ID,42
http://www.wikidata.org/prop/direct/P5527,Academia Brasileira de Letras ID,42
http://www.wikidata.org/prop/direct/P7142,Poincaré Papers person ID,42
http://www.wikidata.org/prop/direct/P7349,Gazetteer for Scotland person ID,42
http://www.wikidata.org/prop/direct/P8589,Carl-Maria-von-Weber-Gesamtausgabe ID,42
http://www.wikidata.org/prop/direct/P8759,Polski Słownik Judaistyczny ID,42
http://www.wikidata.org/prop/direct/P9710,Lexikon Westfälischer Autorinnen und Autoren person ID,42
http://www.wikidata.org/prop/direct/P10266,AdoroCinema person ID,42
http://www.wikidata.org/prop/direct/P4114,ADK member ID,41
http://www.wikidata.org/prop/direct/P5058,Encyklopedia Teatru Polskiego person ID,41
http://www.wikidata.org/prop/direct/P5080,Norsk biografisk leksikon ID,41
http://www.wikidata.org/prop/direct/P6298,bgm.tv person ID,41
http://www.wikidata.org/prop/direct/P8248,Colon Classification,41
http://www.wikidata.org/prop/direct/P9686,Classical Archives composer ID,41
http://www.wikidata.org/prop/direct/P11120,Rai Teche person ID,41
http://www.wikidata.org/prop/direct/P12046,ADVN ID,41
http://www.wikidata.org/prop/direct/P428,botanist author abbreviation,40
http://www.wikidata.org/prop/direct/P586,IPNI author ID,40
http://www.wikidata.org/prop/direct/P1565,Enciclopedia de la Literatura en México ID,40
http://www.wikidata.org/prop/direct/P4215,nLab ID,40
http://www.wikidata.org/prop/direct/P6234,Biographie nationale de Belgique ID,40
http://www.wikidata.org/prop/direct/P8993,JAD ID,40
http://www.wikidata.org/prop/direct/P12040,J. Paul Getty Museum agent ID,40
http://www.wikidata.org/prop/direct/P4514,Africultures person ID,39
http://www.wikidata.org/prop/direct/P5964,Norwegian Nationaltheatret actor ID,39
http://www.wikidata.org/prop/direct/P6988,Hungarian National Namespace person ID (old),39
http://www.wikidata.org/prop/direct/P9943,Hill Museum & Manuscript Library ID,39
http://www.wikidata.org/prop/direct/P2015,Hansard (1803–2005) ID,38
http://www.wikidata.org/prop/direct/P4802,BVPB authority ID,38
http://www.wikidata.org/prop/direct/P6002,WikiArt ID,38
http://www.wikidata.org/prop/direct/P6921,MangaSeek person ID,38
http://www.wikidata.org/prop/direct/P7711,Joconde author ID,38
http://www.wikidata.org/prop/direct/P8518,Henrik Ibsen writings ID,38
http://www.wikidata.org/prop/direct/P2093,author name string,37
http://www.wikidata.org/prop/direct/P2349,Stuttgart Database of Scientific Illustrators ID,37
http://www.wikidata.org/prop/direct/P3901,ADAGP artist ID,37
http://www.wikidata.org/prop/direct/P5337,Google News topics ID,37
http://www.wikidata.org/prop/direct/P5462,RHE professor ID,37
http://www.wikidata.org/prop/direct/P9298,Encyclopedia of Plzeň person ID,37
http://www.wikidata.org/prop/direct/P12975,Lexikon der Mathematik entry ID,37
http://www.wikidata.org/prop/direct/P1003,National Library of Romania ID,36
http://www.wikidata.org/prop/direct/P2011,Cooper Hewitt person ID,36
http://www.wikidata.org/prop/direct/P2273,HAdW member ID,36
http://www.wikidata.org/prop/direct/P3595,Biografiskt Lexikon för Finland ID,36
http://www.wikidata.org/prop/direct/P4440,Biblioteca Nacional de México ID,36
http://www.wikidata.org/prop/direct/P5516,Virtual Laboratory person ID,36
http://www.wikidata.org/prop/direct/P7941,Biografisch Woordenboek van Nederland: 1880-2000 ID,36
http://www.wikidata.org/prop/direct/P9299,OsobnostiRegionu.cz ID,36
http://www.wikidata.org/prop/direct/P10713,Biografiskt Lexikon för Finland ID (urn.fi),36
http://www.wikidata.org/prop/direct/P13068,Enciclopedia bresciana ID,36
http://www.wikidata.org/prop/direct/P66,ancestral home,35
http://www.wikidata.org/prop/direct/P1289,Kritisches Lexikon zur fremdsprachigen Gegenwartsliteratur ID,35
http://www.wikidata.org/prop/direct/P1636,date of baptism,35
http://www.wikidata.org/prop/direct/P1813,short name,35
http://www.wikidata.org/prop/direct/P6677,OpenEdition Books author ID,35
http://www.wikidata.org/prop/direct/P6900,NicoNicoPedia ID,35
http://www.wikidata.org/prop/direct/P8854,Salzburgwiki ID,35
http://www.wikidata.org/prop/direct/P10469,HaBima Archive person ID,35
http://www.wikidata.org/prop/direct/P898,IPA transcription,34
http://www.wikidata.org/prop/direct/P3716,social classification,34
http://www.wikidata.org/prop/direct/P6015,Handbook of Texas ID,34
http://www.wikidata.org/prop/direct/P6178,Dimensions author ID,34
http://www.wikidata.org/prop/direct/P10059,Philosophica ID,34
http://www.wikidata.org/prop/direct/P11408,Pixiv Encyclopedia ID,34
http://www.wikidata.org/prop/direct/P1149,Library of Congress Classification,33
http://www.wikidata.org/prop/direct/P4515,Prisma ID,33
http://www.wikidata.org/prop/direct/P5298,Webb-site person ID,33
http://www.wikidata.org/prop/direct/P5380,National Academy of Sciences member ID,33
http://www.wikidata.org/prop/direct/P6723,BlackPast.org ID,33
http://www.wikidata.org/prop/direct/P7214,Allcinema person ID,32
http://www.wikidata.org/prop/direct/P9944,Database of Czech Amateur Theater person ID,32
http://www.wikidata.org/prop/direct/P12890,Imperial University of Dorpat student ID,32
http://www.wikidata.org/prop/direct/P2171,TheyWorkForYou ID,31
http://www.wikidata.org/prop/direct/P2638,TV.com ID,31
http://www.wikidata.org/prop/direct/P4471,Rush Parliamentary Archive ID,31
http://www.wikidata.org/prop/direct/P5469,Latter-day Saint Literature database artist ID,31
http://www.wikidata.org/prop/direct/P5631,Canal Académies ID,31
http://www.wikidata.org/prop/direct/P6870,Latvian National Encyclopedia Online ID,31
http://www.wikidata.org/prop/direct/P8482,Český hudební slovník osob a institucí ID,31
http://www.wikidata.org/prop/direct/P9629,Armeniapedia ID,31
http://www.wikidata.org/prop/direct/P989,spoken text audio,30
http://www.wikidata.org/prop/direct/P2013,Facebook username,30
http://www.wikidata.org/prop/direct/P2041,National Gallery of Victoria artist ID,30
http://www.wikidata.org/prop/direct/P3204,Ciné-Ressources person ID,30
http://www.wikidata.org/prop/direct/P4248,The Black Book ID,30
http://www.wikidata.org/prop/direct/P1187,Dharma Drum Institute of Liberal Arts person ID,29
http://www.wikidata.org/prop/direct/P3074,Grace's Guide ID,29
http://www.wikidata.org/prop/direct/P3192,Last.fm ID,29
http://www.wikidata.org/prop/direct/P3325,student register of the University of Helsinki ID (1853–1899),29
http://www.wikidata.org/prop/direct/P3411,Saxon Academy of Sciences member ID,29
http://www.wikidata.org/prop/direct/P4887,Web umenia creator ID,29
http://www.wikidata.org/prop/direct/P5506,Poetry In Voice poet ID,29
http://www.wikidata.org/prop/direct/P8612,past Fellow of the Royal Society ID,29
http://www.wikidata.org/prop/direct/P1048,NCL ID,28
http://www.wikidata.org/prop/direct/P1317,floruit,28
http://www.wikidata.org/prop/direct/P3954,Senate of the Kingdom of Italy ID (obsolete),28
http://www.wikidata.org/prop/direct/P4601,Lives of WWI ID,28
http://www.wikidata.org/prop/direct/P4991,Biographical Dictionary of Georgia ID,28
http://www.wikidata.org/prop/direct/P5273,Nelson-Atkins Museum of Art person ID,28
http://www.wikidata.org/prop/direct/P5414,The Paris Review interviewee ID,28
http://www.wikidata.org/prop/direct/P6878,Erik Amburger database ID,28
http://www.wikidata.org/prop/direct/P7775,RationalWiki ID,28
http://www.wikidata.org/prop/direct/P9842,MART catalog person ID,28
http://www.wikidata.org/prop/direct/P12176,Propylaeum-VITAE ID,28
http://www.wikidata.org/prop/direct/P12520,Italian Senate (1848-1943) ID,28
http://www.wikidata.org/prop/direct/P13151,Gallimard author ID,28
http://www.wikidata.org/prop/direct/P1047,Catholic Hierarchy person ID,27
http://www.wikidata.org/prop/direct/P1340,eye color,27
http://www.wikidata.org/prop/direct/P2373,Genius artist ID,27
http://www.wikidata.org/prop/direct/P3142,EDb person ID,27
http://www.wikidata.org/prop/direct/P3794,Dictionary of Sydney ID,27
http://www.wikidata.org/prop/direct/P4438,"BFI Films, TV and people ID",27
http://www.wikidata.org/prop/direct/P5392,Poetry Archive poet ID,27
http://www.wikidata.org/prop/direct/P5553,IDIH ID,27
http://www.wikidata.org/prop/direct/P6284,NCpedia ID,27
http://www.wikidata.org/prop/direct/P8705,Artist ID of the Department of Prints and Drawings of the Louvre,27
http://www.wikidata.org/prop/direct/P9070,Internet Encyclopedia of Ukraine ID,27
http://www.wikidata.org/prop/direct/P9232,Obituaries Australia ID,27
http://www.wikidata.org/prop/direct/P9300,Terezín Memorial Database ID,27
http://www.wikidata.org/prop/direct/P10373,Mnemosine ID,27
http://www.wikidata.org/prop/direct/P10480,symogih.org ID,27
http://www.wikidata.org/prop/direct/P497,CBDB ID,26
http://www.wikidata.org/prop/direct/P1648,Dictionary of Welsh Biography ID,26
http://www.wikidata.org/prop/direct/P3136,elCinema person ID,26
http://www.wikidata.org/prop/direct/P3187,Marburger Professorenkatalog ID,26
http://www.wikidata.org/prop/direct/P4186,Australian Women's Register ID,26
http://www.wikidata.org/prop/direct/P5532,Infocentre littéraire des écrivains ID,26
http://www.wikidata.org/prop/direct/P6802,related image,26
http://www.wikidata.org/prop/direct/P8544,Frauen in Bewegung 1848–1938 ID,26
http://www.wikidata.org/prop/direct/P9020,AV Production person ID,26
http://www.wikidata.org/prop/direct/P9723,20th Century Chinese Biographical Database ID,26
http://www.wikidata.org/prop/direct/P9778,Looted Cultural Assets Database ID,26
http://www.wikidata.org/prop/direct/P11192,Piraeus Bank Group Cultural Foundation Library (A) ID,26
http://www.wikidata.org/prop/direct/P411,canonization status,25
http://www.wikidata.org/prop/direct/P2029,Dictionary of Ulster Biography ID,25
