p,propLabel,eff
http://www.wikidata.org/prop/direct/P9520,Auschwitz Prisoners Database ID,8
http://www.wikidata.org/prop/direct/P9713,Swedish National Archive agent ID,8
http://www.wikidata.org/prop/direct/P10916,Süddeutsche Zeitung topic ID,8
http://www.wikidata.org/prop/direct/P11195,Annales des mines person ID,8
http://www.wikidata.org/prop/direct/P11553,Livres Hebdo author ID,8
http://www.wikidata.org/prop/direct/P12394,Jinji Koshinroku ID (1st edition),8
http://www.wikidata.org/prop/direct/P13017,Latgales dati person ID,8
http://www.wikidata.org/prop/direct/P13295,ERR keyword ID,8
http://www.wikidata.org/prop/direct/P1288,Kritisches Lexikon der Gegenwartsliteratur ID,7
http://www.wikidata.org/prop/direct/P1935,Database of Classical Scholars ID,7
http://www.wikidata.org/prop/direct/P2397,YouTube channel ID,7
http://www.wikidata.org/prop/direct/P2888,exact match,7
http://www.wikidata.org/prop/direct/P3106,Guardian topic ID,7
http://www.wikidata.org/prop/direct/P3299,student register of the University of Helsinki ID (1640–1852),7
http://www.wikidata.org/prop/direct/P3429,Electronic Enlightenment ID,7
http://www.wikidata.org/prop/direct/P3435,VGMdb artist ID,7
http://www.wikidata.org/prop/direct/P3946,Dictionary Grierson ID,7
http://www.wikidata.org/prop/direct/P4456,Internet Off-Broadway Database ID,7
http://www.wikidata.org/prop/direct/P4580,Berlinische Galerie artist ID,7
http://www.wikidata.org/prop/direct/P4906,Bargeton ID,7
http://www.wikidata.org/prop/direct/P4943,Dominicains ID,7
http://www.wikidata.org/prop/direct/P5465,Australian Poetry Library poet ID (archived),7
http://www.wikidata.org/prop/direct/P5801,Academia.edu topic ID,7
http://www.wikidata.org/prop/direct/P5908,Geheugen van de VU person ID,7
http://www.wikidata.org/prop/direct/P5952,Annuaire de la magistrature ID,7
http://www.wikidata.org/prop/direct/P6228,OesterreichWiki ID,7
http://www.wikidata.org/prop/direct/P6492,BVPH authority ID,7
http://www.wikidata.org/prop/direct/P6817,SVT Play ID,7
http://www.wikidata.org/prop/direct/P7003,ACMI ID,7
http://www.wikidata.org/prop/direct/P7052,Jaxsta profile ID,7
http://www.wikidata.org/prop/direct/P7203,Dizionario biografico dei Friulani ID,7
http://www.wikidata.org/prop/direct/P7284,The Independent topic ID,7
http://www.wikidata.org/prop/direct/P7839,Saregama artist ID,7
http://www.wikidata.org/prop/direct/P8195,ex-libris,7
http://www.wikidata.org/prop/direct/P8445,Our Campaigns candidate ID,7
http://www.wikidata.org/prop/direct/P8686,Biographical Dictionary of Fourierism ID,7
http://www.wikidata.org/prop/direct/P8793,Quirinale ID,7
http://www.wikidata.org/prop/direct/P8895,All the Tropes article ID,7
http://www.wikidata.org/prop/direct/P9245,Labour Australia ID,7
http://www.wikidata.org/prop/direct/P9588,causesanti.va ID,7
http://www.wikidata.org/prop/direct/P9640,PAS member ID,7
http://www.wikidata.org/prop/direct/P9738,IFPNI author ID,7
http://www.wikidata.org/prop/direct/P10400,CBDB.cz author ID,7
http://www.wikidata.org/prop/direct/P10436,Drammen city encyclopedia ID,7
http://www.wikidata.org/prop/direct/P10646,ARTEINFORMADO person ID,7
http://www.wikidata.org/prop/direct/P10707,AccessScience ID,7
http://www.wikidata.org/prop/direct/P11454,Afisha person ID,7
http://www.wikidata.org/prop/direct/P11449,TV Maze person ID,7
http://www.wikidata.org/prop/direct/P12192,SWERIK ID,7
http://www.wikidata.org/prop/direct/P12782,Filozofia jezuitów w Polsce w XX wieku ID,7
http://www.wikidata.org/prop/direct/P12955,Ciel d'oc ID,7
http://www.wikidata.org/prop/direct/P13185,Eyrolles author ID,7
http://www.wikidata.org/prop/direct/P10,video,6
http://www.wikidata.org/prop/direct/P264,record label,6
http://www.wikidata.org/prop/direct/P1287,Komponisten der Gegenwart ID,6
http://www.wikidata.org/prop/direct/P1283,filmography,6
http://www.wikidata.org/prop/direct/P1385,Enciclopédia Açoriana ID,6
http://www.wikidata.org/prop/direct/P1749,Parlement.com ID,6
http://www.wikidata.org/prop/direct/P1775,follower of,6
http://www.wikidata.org/prop/direct/P2181,Finnish MP ID,6
http://www.wikidata.org/prop/direct/P2418,Structurae person ID,6
http://www.wikidata.org/prop/direct/P2431,Thyssen-Bornemisza artist ID,6
http://www.wikidata.org/prop/direct/P3421,Belvedere artist ID,6
http://www.wikidata.org/prop/direct/P3520,databaseOlympics.com athlete ID (archived),6
http://www.wikidata.org/prop/direct/P3933,Cinema.de ID,6
http://www.wikidata.org/prop/direct/P4351,Cravo Albin artist ID,6
http://www.wikidata.org/prop/direct/P4760,LTI Korea Library writer ID,6
http://www.wikidata.org/prop/direct/P4761,Images d'Art artwork ID,6
http://www.wikidata.org/prop/direct/P5333,Bérose ID,6
http://www.wikidata.org/prop/direct/P5329,ARMB member ID,6
http://www.wikidata.org/prop/direct/P5430,Poetry International Web poet ID,6
http://www.wikidata.org/prop/direct/P5605,DOLF ID,6
http://www.wikidata.org/prop/direct/P5714,Tor.com author ID,6
http://www.wikidata.org/prop/direct/P5715,Academia.edu profile URL,6
http://www.wikidata.org/prop/direct/P6517,WhoSampled artist ID,6
http://www.wikidata.org/prop/direct/P6714,Whitney Museum of American Art artist ID,6
http://www.wikidata.org/prop/direct/P7356,DC Books author ID,6
http://www.wikidata.org/prop/direct/P7554,Encyclopedia of Mathematics article ID,6
http://www.wikidata.org/prop/direct/P7646,IISG ID,6
http://www.wikidata.org/prop/direct/P7685,CALS Encyclopedia of Arkansas ID,6
http://www.wikidata.org/prop/direct/P7697,Maine: An Encyclopedia ID,6
http://www.wikidata.org/prop/direct/P8749,Dictionary of Portuguese Historians ID,6
http://www.wikidata.org/prop/direct/P9048,Biographical Archive of Psychiatry ID,6
http://www.wikidata.org/prop/direct/P9563,Encyclopedia of Renaissance Philosophy ID,6
http://www.wikidata.org/prop/direct/P9610,PoetsGate poet ID,6
http://www.wikidata.org/prop/direct/P9826,Great Encyclopedia of Cyril and Methodius entry ID,6
http://www.wikidata.org/prop/direct/P10031,Enciclopedia di Roma person ID,6
http://www.wikidata.org/prop/direct/P10168,Zürich Herbaria collector ID,6
http://www.wikidata.org/prop/direct/P10700,Parcours de vies dans la Royale ID,6
http://www.wikidata.org/prop/direct/P10820,Kino.mail.ru person ID,6
http://www.wikidata.org/prop/direct/P10911,Bilbaopedia ID,6
http://www.wikidata.org/prop/direct/P11394,Internet Sacred Text Archive ID,6
http://www.wikidata.org/prop/direct/P12716,Virtual Russian Museum artist ID,6
http://www.wikidata.org/prop/direct/P13058,Madelen person ID,6
http://www.wikidata.org/prop/direct/P13103,Journalistikon.de ID,6
http://www.wikidata.org/prop/direct/P13173,Hachette author ID,6
http://www.wikidata.org/prop/direct/P13227,Beaux-Arts ID,6
http://www.wikidata.org/prop/direct/P746,date of disappearance,5
http://www.wikidata.org/prop/direct/P1151,topic's main Wikimedia portal,5
http://www.wikidata.org/prop/direct/P1268,represents,5
http://www.wikidata.org/prop/direct/P1269,facet of,5
http://www.wikidata.org/prop/direct/P1366,replaced by,5
http://www.wikidata.org/prop/direct/P1601,Esperantist ID,5
http://www.wikidata.org/prop/direct/P1635,religious name,5
http://www.wikidata.org/prop/direct/P1982,Anime News Network person ID,5
http://www.wikidata.org/prop/direct/P2380,French Sculpture Census artist ID,5
http://www.wikidata.org/prop/direct/P3315,ChessTempo.com player ID,5
http://www.wikidata.org/prop/direct/P3341,Kvikmyndir person ID,5
http://www.wikidata.org/prop/direct/P3828,wears,5
http://www.wikidata.org/prop/direct/P4008,Early Aviators people ID,5
http://www.wikidata.org/prop/direct/P4116,JewAge person ID,5
http://www.wikidata.org/prop/direct/P4357,Musikverket person ID,5
http://www.wikidata.org/prop/direct/P4361,ExecutedToday ID,5
http://www.wikidata.org/prop/direct/P4389,Science Museum people ID,5
http://www.wikidata.org/prop/direct/P4687,Dictionnaire des peintres belges ID,5
http://www.wikidata.org/prop/direct/P5142,Chinese Political Elites Database ID,5
http://www.wikidata.org/prop/direct/P5259,Swedish Gravestone ID,5
http://www.wikidata.org/prop/direct/P5369,Encyclopædia Universalis author ID,5
http://www.wikidata.org/prop/direct/P6038,AFAS author ID,5
http://www.wikidata.org/prop/direct/P6283,MNopedia ID,5
http://www.wikidata.org/prop/direct/P6551,Physics History Network ID,5
http://www.wikidata.org/prop/direct/P6553,personal pronoun,5
http://www.wikidata.org/prop/direct/P6792,Find NZ Artists ID,5
http://www.wikidata.org/prop/direct/P6973,Personnel de l'administration préfectorale ID,5
http://www.wikidata.org/prop/direct/P7081,quotation or excerpt,5
http://www.wikidata.org/prop/direct/P7374,educational stage,5
http://www.wikidata.org/prop/direct/P7467,Broadway Photographs person ID,5
http://www.wikidata.org/prop/direct/P7819,OrthodoxWiki ID (English),5
http://www.wikidata.org/prop/direct/P8092,EcuRed article,5
http://www.wikidata.org/prop/direct/P8410,Oxford Bibliographies ID,5
http://www.wikidata.org/prop/direct/P8880,AstroGen ID,5
http://www.wikidata.org/prop/direct/P9196,BookBub author ID,5
http://www.wikidata.org/prop/direct/P9227,Encyclopedia Titanica ID,5
http://www.wikidata.org/prop/direct/P9285,Stadtlexikon Karlsruhe ID,5
http://www.wikidata.org/prop/direct/P9543,Memento Vienna person ID,5
http://www.wikidata.org/prop/direct/P9564,Biographical Dictionary of Chinese Christianity ID,5
http://www.wikidata.org/prop/direct/P10090,DHAC ID,5
http://www.wikidata.org/prop/direct/P10149,Original Esperanto Literature author ID,5
http://www.wikidata.org/prop/direct/P10362,Lib.ru author ID,5
http://www.wikidata.org/prop/direct/P10540,TASS Encyclopedia person ID,5
http://www.wikidata.org/prop/direct/P11483,Anadolu Agency infographic ID,5
http://www.wikidata.org/prop/direct/P12299,Digicarmel ID,5
http://www.wikidata.org/prop/direct/P13067,Diccionario biográfico de Castilla-La Mancha ID,5
http://www.wikidata.org/prop/direct/P13280,University of Pécs Almanac ID,5
http://www.wikidata.org/prop/direct/P51,audio,4
http://www.wikidata.org/prop/direct/P158,seal image,4
http://www.wikidata.org/prop/direct/P243,OCLC control number,4
http://www.wikidata.org/prop/direct/P413,position played on team / speciality,4
http://www.wikidata.org/prop/direct/P598,commander of (DEPRECATED),4
http://www.wikidata.org/prop/direct/P747,has edition or translation,4
http://www.wikidata.org/prop/direct/P941,inspired by,4
http://www.wikidata.org/prop/direct/P948,page banner,4
http://www.wikidata.org/prop/direct/P1036,Dewey Decimal Classification,4
http://www.wikidata.org/prop/direct/P1276,Dictionnaire du Jura ID,4
http://www.wikidata.org/prop/direct/P1387,political alignment,4
http://www.wikidata.org/prop/direct/P1429,has pet,4
http://www.wikidata.org/prop/direct/P1482,Stack Exchange tag,4
http://www.wikidata.org/prop/direct/P1553,Yandex Music artist ID,4
http://www.wikidata.org/prop/direct/P1786,posthumous name,4
http://www.wikidata.org/prop/direct/P1908,CWGC person ID,4
http://www.wikidata.org/prop/direct/P2006,ZooBank author ID,4
http://www.wikidata.org/prop/direct/P2416,sports discipline competed in,4
http://www.wikidata.org/prop/direct/P2510,National Discography of Italian Song artist/group ID,4
http://www.wikidata.org/prop/direct/P2549,Italian Senate of the Republic ID,4
http://www.wikidata.org/prop/direct/P2944,Plarr ID,4
http://www.wikidata.org/prop/direct/P4180,GujLit person ID,4
http://www.wikidata.org/prop/direct/P4481,INDUCKS creator ID,4
http://www.wikidata.org/prop/direct/P4551,Everyone Remembered ID,4
http://www.wikidata.org/prop/direct/P4589,Dreadnought Project page,4
http://www.wikidata.org/prop/direct/P4749,Dictionnaire des auteurs luxembourgeois ID,4
http://www.wikidata.org/prop/direct/P4757,Songwriters Hall of Fame ID,4
http://www.wikidata.org/prop/direct/P5243,Canal-U person ID,4
http://www.wikidata.org/prop/direct/P5359,Operone composer ID,4
http://www.wikidata.org/prop/direct/P5363,Académie des beaux-arts member ID,4
http://www.wikidata.org/prop/direct/P5561,Institut culturel de Bretagne ID,4
http://www.wikidata.org/prop/direct/P5629,Brasseur ID,4
http://www.wikidata.org/prop/direct/P5700,La Lorraine des écrivains writer ID,4
http://www.wikidata.org/prop/direct/P5796,Internet Game Database person ID (archived),4
http://www.wikidata.org/prop/direct/P5815,Olympics.com athlete ID,4
http://www.wikidata.org/prop/direct/P5887,Arkivportalen agent ID,4
http://www.wikidata.org/prop/direct/P6059,Biographie vosgienne ID,4
http://www.wikidata.org/prop/direct/P6156,MNAV artist ID,4
http://www.wikidata.org/prop/direct/P6251,catchphrase,4
http://www.wikidata.org/prop/direct/P6490,Patrimonio Digital de Castilla-La Mancha authority ID,4
http://www.wikidata.org/prop/direct/P7037,COURAGE ID,4
http://www.wikidata.org/prop/direct/P7131,Bureau des longitudes ID,4
http://www.wikidata.org/prop/direct/P7286,Writers Guild of America writer ID,4
http://www.wikidata.org/prop/direct/P7331,Letteraturaitaliana.net author ID,4
http://www.wikidata.org/prop/direct/P7614,Dictionary of Wisconsin History ID,4
http://www.wikidata.org/prop/direct/P7781,exonerated of,4
http://www.wikidata.org/prop/direct/P7803,Decine21 person ID,4
http://www.wikidata.org/prop/direct/P8135,Encyclopedia of České Budějovice ID,4
http://www.wikidata.org/prop/direct/P8149,Provenio ID,4
http://www.wikidata.org/prop/direct/P8336,MNBAQ artist ID,4
http://www.wikidata.org/prop/direct/P8419,Archive of Our Own tag,4
http://www.wikidata.org/prop/direct/P8523,Présence Compositrices composer ID,4
http://www.wikidata.org/prop/direct/P8572,Spanish Artists from the Fourth to the Twentieth Century ID,4
http://www.wikidata.org/prop/direct/P8637,L'Officiel des spectacles ID,4
http://www.wikidata.org/prop/direct/P8687,social media followers,4
http://www.wikidata.org/prop/direct/P8951,Order of Canada recipient ID,4
http://www.wikidata.org/prop/direct/P9213,Swedish Literature Bank place ID,4
http://www.wikidata.org/prop/direct/P9331,Storiaememoriadibologna.it ID,4
http://www.wikidata.org/prop/direct/P9634,AADFI member ID,4
http://www.wikidata.org/prop/direct/P9646,senato.archivioluce.it person ID,4
http://www.wikidata.org/prop/direct/P9670,ZKM person ID,4
http://www.wikidata.org/prop/direct/P9734,Treccani's Enciclopedia Dantesca ID,4
http://www.wikidata.org/prop/direct/P9815,BMC ID,4
http://www.wikidata.org/prop/direct/P10189,Bloomsbury Fashion Central ID,4
http://www.wikidata.org/prop/direct/P10231,WikiStrinda article ID,4
http://www.wikidata.org/prop/direct/P10328,ICPSR Personal Names Authority List ID,4
http://www.wikidata.org/prop/direct/P10582,Author ID from the Modern Discussion website,4
http://www.wikidata.org/prop/direct/P10715,Investopedia term ID,4
http://www.wikidata.org/prop/direct/P10776,HeHaCham HaYomi ID,4
http://www.wikidata.org/prop/direct/P10799,Heiligen.net ID,4
http://www.wikidata.org/prop/direct/P10870,Accademia dei Georgofili author ID,4
http://www.wikidata.org/prop/direct/P11433,Hungarian Film Archive person ID,4
http://www.wikidata.org/prop/direct/P11739,Moly.hu author ID,4
http://www.wikidata.org/prop/direct/P12073,Société de l'histoire du protestantisme français ID,4
http://www.wikidata.org/prop/direct/P12981,handwriting example,4
http://www.wikidata.org/prop/direct/P12999,Storia della civiltà europea ID,4
http://www.wikidata.org/prop/direct/P13211,Dictionary of Norwegian Translators ID,4
http://www.wikidata.org/prop/direct/P13324,Albin Michel author ID,4
http://www.wikidata.org/prop/direct/P61,discoverer or inventor,3
http://www.wikidata.org/prop/direct/P123,publisher,3
http://www.wikidata.org/prop/direct/P195,collection,3
http://www.wikidata.org/prop/direct/P547,commemorates,3
http://www.wikidata.org/prop/direct/P859,sponsor,3
http://www.wikidata.org/prop/direct/P1157,US Congress Bio ID,3
http://www.wikidata.org/prop/direct/P1307,Swiss parliament ID,3
http://www.wikidata.org/prop/direct/P1542,has effect,3
http://www.wikidata.org/prop/direct/P2218,net worth,3
http://www.wikidata.org/prop/direct/P2280,Austrian Parliament ID,3
http://www.wikidata.org/prop/direct/P2354,has list,3
http://www.wikidata.org/prop/direct/P2492,MTMT author ID,3
http://www.wikidata.org/prop/direct/P2579,studied by,3
http://www.wikidata.org/prop/direct/P2698,CricketArchive player ID,3
http://www.wikidata.org/prop/direct/P2736,Biographical Directory of Federal Judges alpha ID,3
http://www.wikidata.org/prop/direct/P2909,SecondHandSongs artist ID,3
http://www.wikidata.org/prop/direct/P2930,INSPIRE-HEP author ID,3
http://www.wikidata.org/prop/direct/P2943,warheroes.ru ID,3
http://www.wikidata.org/prop/direct/P2941,Munk's Roll ID,3
http://www.wikidata.org/prop/direct/P3114,ISzDb person ID,3
http://www.wikidata.org/prop/direct/P3171,Olympic.org athlete ID (archived),3
http://www.wikidata.org/prop/direct/P3205,patient of,3
http://www.wikidata.org/prop/direct/P3479,Omni topic ID,3
http://www.wikidata.org/prop/direct/P4073,Fandom wiki ID,3
http://www.wikidata.org/prop/direct/P4369,Cairn author ID,3
http://www.wikidata.org/prop/direct/P4563,Art Museum of Estonia artist ID,3
http://www.wikidata.org/prop/direct/P4607,Swedish Musical Heritage ID,3
http://www.wikidata.org/prop/direct/P4611,LACMA ID,3
http://www.wikidata.org/prop/direct/P4772,compArt person ID,3
http://www.wikidata.org/prop/direct/P4969,derivative work,3
http://www.wikidata.org/prop/direct/P5212,Armenian National Academy of Sciences ID,3
http://www.wikidata.org/prop/direct/P5254,FilmTv.it person ID,3
http://www.wikidata.org/prop/direct/P5468,Historia de la Medicina person ID,3
http://www.wikidata.org/prop/direct/P5495,Latter-day Saint Literature database work ID,3
http://www.wikidata.org/prop/direct/P5488,artist-info curator ID,3
http://www.wikidata.org/prop/direct/P5528,Belgian Heritage in Brazil ID,3
http://www.wikidata.org/prop/direct/P5614,Aosdána ID,3
http://www.wikidata.org/prop/direct/P5640,Read NZ Te Pou Muramura writer ID,3
http://www.wikidata.org/prop/direct/P5769,editor-in-chief,3
http://www.wikidata.org/prop/direct/P6037,ProsopoMaths ID,3
http://www.wikidata.org/prop/direct/P6119,Letterboxd actor ID,3
http://www.wikidata.org/prop/direct/P6637,AWARE ID,3
http://www.wikidata.org/prop/direct/P6914,Gaana artist ID,3
http://www.wikidata.org/prop/direct/P7278,Peakbagger climber ID,3
http://www.wikidata.org/prop/direct/P7594,CinePT person ID,3
http://www.wikidata.org/prop/direct/P7644,Encyclopedia of Cleveland History ID,3
http://www.wikidata.org/prop/direct/P8223,K-Scholar ID,3
http://www.wikidata.org/prop/direct/P8332,Dansk litteraturs historie ID,3
http://www.wikidata.org/prop/direct/P8440,Personendatenbank Germania Sacra ID,3
http://www.wikidata.org/prop/direct/P8551,Opera Online composer ID,3
http://www.wikidata.org/prop/direct/P8693,fandom,3
http://www.wikidata.org/prop/direct/P8689,ITHL author ID,3
http://www.wikidata.org/prop/direct/P9085,Aracne author ID,3
http://www.wikidata.org/prop/direct/P9110,Le Lettere di Theodor Mommsen agli Italiani ID,3
http://www.wikidata.org/prop/direct/P9139,first family name in Portuguese name,3
http://www.wikidata.org/prop/direct/P9346,France 24 topic ID (French),3
http://www.wikidata.org/prop/direct/P9455,Biographia Benedictina ID,3
http://www.wikidata.org/prop/direct/P9607,hush.am person ID,3
http://www.wikidata.org/prop/direct/P9600,oral history at,3
http://www.wikidata.org/prop/direct/P9682,Gutenberg Biographics ID,3
http://www.wikidata.org/prop/direct/P9853,Australian Medical Pioneers Index ID,3
http://www.wikidata.org/prop/direct/P9941,Treccani's Dizionario di Economia e Finanza ID,3
http://www.wikidata.org/prop/direct/P9937,Postimees topic ID,3
http://www.wikidata.org/prop/direct/P9983,Enciclopedia dei ragazzi ID,3
http://www.wikidata.org/prop/direct/P10268,Kinofilms.ua actor ID,3
http://www.wikidata.org/prop/direct/P11042,Kloster- und Ordenslexikon ID,3
http://www.wikidata.org/prop/direct/P11065,Chess.com player ID,3
http://www.wikidata.org/prop/direct/P11173,UWIND ID,3
http://www.wikidata.org/prop/direct/P11241,Pittori Liguri ID,3
http://www.wikidata.org/prop/direct/P11465,Military Historical Archive exile army member ID,3
http://www.wikidata.org/prop/direct/P12000,Biographical Directory of Federal Judges numeric ID,3
http://www.wikidata.org/prop/direct/P12396,Jinji Koshinroku ID (8th edition),3
http://www.wikidata.org/prop/direct/P12395,Jinji Koshinroku ID (4th edition),3
http://www.wikidata.org/prop/direct/P12721,Lille norske leksikon ID,3
http://www.wikidata.org/prop/direct/P12822,Norwegian National Museum producer ID,3
http://www.wikidata.org/prop/direct/P12894,Museum of the Russian Academy of Arts artist ID,3
http://www.wikidata.org/prop/direct/P12936,Slekt og Data grave ID,3
http://www.wikidata.org/prop/direct/P12946,FOLDOC ID,3
http://www.wikidata.org/prop/direct/P13018,FantLab artist ID,3
http://www.wikidata.org/prop/direct/P13079,eHLFL ID,3
http://www.wikidata.org/prop/direct/P13168,Vidas author ID,3
http://www.wikidata.org/prop/direct/P13212,MACM artist ID,3
http://www.wikidata.org/prop/direct/P13231,Cinema Belgica person ID,3
http://www.wikidata.org/prop/direct/P13275,A Dictionary of Cultural Anthropology entry ID,3
http://www.wikidata.org/prop/direct/P17,country,2
http://www.wikidata.org/prop/direct/P169,chief executive officer,2
http://www.wikidata.org/prop/direct/P263,official residence,2
http://www.wikidata.org/prop/direct/P488,chairperson,2
http://www.wikidata.org/prop/direct/P967,guest of honor,2
http://www.wikidata.org/prop/direct/P1025,SUDOC editions,2
http://www.wikidata.org/prop/direct/P1056,product or material produced,2
http://www.wikidata.org/prop/direct/P1245,OmegaWiki Defined Meaning,2
http://www.wikidata.org/prop/direct/P1285,Munzinger Sport number,2
http://www.wikidata.org/prop/direct/P1451,motto text,2
http://www.wikidata.org/prop/direct/P1543,monogram,2
http://www.wikidata.org/prop/direct/P1649,KMDb person ID,2
http://www.wikidata.org/prop/direct/P1847,Nasjonalbiblioteket photographer ID,2
http://www.wikidata.org/prop/direct/P1893,Open Plaques plaque ID,2
http://www.wikidata.org/prop/direct/P1901,BALaT person/organisation ID,2
http://www.wikidata.org/prop/direct/P1959,Dutch Senate person ID,2
http://www.wikidata.org/prop/direct/P1980,PolSys ID,2
http://www.wikidata.org/prop/direct/P2190,C-SPAN person string ID (deprecated),2
http://www.wikidata.org/prop/direct/P2278,Member of the Hellenic Parliament ID,2
http://www.wikidata.org/prop/direct/P2283,uses,2
http://www.wikidata.org/prop/direct/P2399,British Council artist ID,2
http://www.wikidata.org/prop/direct/P2428,RePEc Short-ID,2
http://www.wikidata.org/prop/direct/P2847,Google+ ID (archived),2
http://www.wikidata.org/prop/direct/P2925,domain of saint or deity,2
http://www.wikidata.org/prop/direct/P2936,language used,2
http://www.wikidata.org/prop/direct/P3055,NAQ elected person ID,2
http://www.wikidata.org/prop/direct/P3258,LiveJournal ID,2
http://www.wikidata.org/prop/direct/P3338,Encyclopedia of Surfing ID,2
http://www.wikidata.org/prop/direct/P3438,vehicle normally used,2
http://www.wikidata.org/prop/direct/P3448,stepparent,2
http://www.wikidata.org/prop/direct/P3509,Dagens Nyheter topic ID,2
http://www.wikidata.org/prop/direct/P3827,JSTOR topic ID (archived),2
http://www.wikidata.org/prop/direct/P3932,Digital Valencian Library author ID,2
http://www.wikidata.org/prop/direct/P3940,OlimpBase Chess Olympiad player ID,2
http://www.wikidata.org/prop/direct/P3945,RANM member ID,2
http://www.wikidata.org/prop/direct/P3988,National Library Board Singapore ID,2
http://www.wikidata.org/prop/direct/P4004,escutcheon image,2
http://www.wikidata.org/prop/direct/P4204,The Times of India topic ID,2
http://www.wikidata.org/prop/direct/P4348,Lotsawa House Tibetan author ID,2
http://www.wikidata.org/prop/direct/P4534,EUTA person ID,2
http://www.wikidata.org/prop/direct/P4660,CPDOC ID,2
http://www.wikidata.org/prop/direct/P4690,Oireachtas member ID,2
http://www.wikidata.org/prop/direct/P4787,NII author ID,2
http://www.wikidata.org/prop/direct/P4892,Siprojuris ID,2
http://www.wikidata.org/prop/direct/P4889,MuIS person or group ID,2
http://www.wikidata.org/prop/direct/P5233,Filmow ID,2
http://www.wikidata.org/prop/direct/P5319,César Award person ID,2
http://www.wikidata.org/prop/direct/P5321,Museo del Prado artist ID,2
http://www.wikidata.org/prop/direct/P5409,Île en île author ID,2
http://www.wikidata.org/prop/direct/P5418,Pasteur Institute person ID,2
http://www.wikidata.org/prop/direct/P5442,Library of Congress of Chile person ID,2
http://www.wikidata.org/prop/direct/P5492,EDIT16 catalogue author ID,2
http://www.wikidata.org/prop/direct/P5541,Paris Faculty of Science professor ID,2
http://www.wikidata.org/prop/direct/P5555,schematic,2
http://www.wikidata.org/prop/direct/P5649,AniDB person ID,2
http://www.wikidata.org/prop/direct/P5712,IMEC ID,2
http://www.wikidata.org/prop/direct/P5848,AnimeClick author ID,2
http://www.wikidata.org/prop/direct/P5985,Literaturaren Zubitegia ID,2
http://www.wikidata.org/prop/direct/P6023,ResearchGate contributions ID,2
http://www.wikidata.org/prop/direct/P6213,UK Parliament ID,2
http://www.wikidata.org/prop/direct/P6240,MMLO ID,2
http://www.wikidata.org/prop/direct/P6362,Litchfield Ledger ID,2
http://www.wikidata.org/prop/direct/P6501,Georgian National Filmography person ID,2
http://www.wikidata.org/prop/direct/P6635,ACA author ID,2
http://www.wikidata.org/prop/direct/P6668,theatre-contemporain.net ID,2
http://www.wikidata.org/prop/direct/P6721,K10plus PPN ID,2
http://www.wikidata.org/prop/direct/P6728,Dictionnaire des Vendéens ID,2
http://www.wikidata.org/prop/direct/P6812,AntWiki article ID,2
http://www.wikidata.org/prop/direct/P6811,Prazdne Domy architect ID,2
http://www.wikidata.org/prop/direct/P6978,Scandinavian middle family name,2
http://www.wikidata.org/prop/direct/P7042,The Latin Library author ID,2
http://www.wikidata.org/prop/direct/P7119,AMPAS collections person ID,2
http://www.wikidata.org/prop/direct/P7474,Online Cenotaph ID,2
http://www.wikidata.org/prop/direct/P7472,National Marine Biological Library  ID,2
http://www.wikidata.org/prop/direct/P7512,startrek.com Database ID,2
http://www.wikidata.org/prop/direct/P7558,Inguma author ID,2
http://www.wikidata.org/prop/direct/P7656,Arolsen ID,2
http://www.wikidata.org/prop/direct/P7687,Kansaspedia ID,2
http://www.wikidata.org/prop/direct/P7688,Mississippi Encyclopedia ID,2
http://www.wikidata.org/prop/direct/P7698,Musée de la Résistance ID,2
http://www.wikidata.org/prop/direct/P7808,kino-teatr.ru person ID,2
http://www.wikidata.org/prop/direct/P8013,Trakt.tv ID,2
http://www.wikidata.org/prop/direct/P8350,Singapore Infopedia ID (archived),2
http://www.wikidata.org/prop/direct/P8365,Thesaurus Sozialwissenschaften ID,2
http://www.wikidata.org/prop/direct/P8377,Encyclopedia Tatarica (ru) Online ID,2
http://www.wikidata.org/prop/direct/P8509,Dizionario Biografico dei Protestanti in Italia ID,2
http://www.wikidata.org/prop/direct/P8575,"Encyclopaedia of Architects, Vienna 1770–1945 ID",2
http://www.wikidata.org/prop/direct/P8611,Portugal. Dicionário Histórico ID,2
http://www.wikidata.org/prop/direct/P8839,hairstyle / hairlength,2
http://www.wikidata.org/prop/direct/P8975,Manus Online author ID,2
http://www.wikidata.org/prop/direct/P9017,Medieval Manuscripts in Oxford Libraries person ID,2
http://www.wikidata.org/prop/direct/P9063,Base de Dados de Autores Portugueses ID,2
http://www.wikidata.org/prop/direct/P9100,GitHub topic,2
http://www.wikidata.org/prop/direct/P9155,Joods Monument ID,2
http://www.wikidata.org/prop/direct/P9193,LombardiaBeniCulturali archive producer person ID,2
http://www.wikidata.org/prop/direct/P9318,Ávvir topic ID,2
http://www.wikidata.org/prop/direct/P9319,Dark Horse creator ID,2
http://www.wikidata.org/prop/direct/P9328,Universal Music France artist ID,2
http://www.wikidata.org/prop/direct/P9426,Generals of World War II ID,2
http://www.wikidata.org/prop/direct/P9464,Biblioteca Digital Curt Nimuendajú ID,2
http://www.wikidata.org/prop/direct/P9585,Lexikon der österreichischen Provenienzforschung ID,2
http://www.wikidata.org/prop/direct/P9770,Knesset member ID,2
http://www.wikidata.org/prop/direct/P9795,ARPI author ID,2
